BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
1854,33,0.9,1,1675,9,1,1,1,1,0,0.4,195,0,14,12,0,0,665,718,Medium
718,30,1.6,3,1601,12,1,1,1,1,1,0.4,93,1,10,9,1,12,662,997,Medium
897,2,2,8,1958,7,0,1,1,0,1,0.6,154,1,7,5,3,10,0,994,Medium
1405,8,1.7,4,2376,11,0,0,0,0,0,0.3,107,1,19,6,0,7,284,1036,High
798,21,0.6,2,1647,3,1,1,1,0,0,0.5,110,0,12,2,6,12,661,1951,Medium
1035,40,2.7,5,3548,5,0,0,0,1,1,0.2,157,1,14,4,1,15,757,1912,VeryHigh
1396,37,0.6,4,2694,19,0,0,0,1,1,0.7,134,0,18,3,0,15,560,1177,High
1749,49,0.5,1,2195,4,1,1,1,1,1,0.8,178,0,5,4,7,8,470,775,High
1588,4,2.5,5,2506,11,0,1,1,0,1,0.3,148,0,5,3,12,20,146,822,High
1600,16,0.5,4,2073,4,0,1,1,0,0,0.3,94,1,9,5,1,16,1315,1710,High
1522,21,2.2,6,3767,16,0,0,0,1,0,0.7,162,0,15,9,4,11,533,1696,VeryHigh
1279,7,2.5,6,1150,7,0,1,1,0,1,0.5,105,0,7,2,5,6,560,1633,Medium
719,6,2.9,6,841,2,0,1,0,0,0,0.7,102,0,9,1,7,8,405,1141,Low
544,7,0.5,5,1675,17,1,1,1,0,1,0.2,129,1,13,4,2,15,227,610,Low
1007,21,2.9,8,1301,12,1,1,1,0,1,0.8,185,1,8,6,5,12,479,831,Low
590,32,1.2,6,1817,6,1,0,0,0,1,0.4,141,1,10,0,0,1,227,509,Low
1788,6,0.5,6,2321,20,0,1,1,0,0,0.2,141,1,7,5,0,16,149,1022,High
748,25,1.4,7,1974,13,0,0,0,1,0,1,110,1,17,5,0,14,88,709,Medium
757,64,0.9,7,3433,10,1,1,0,0,1,0.5,157,1,6,5,4,5,114,819,High
1561,27,1.6,3,1205,3,1,1,1,0,1,0.8,174,1,12,7,1,10,662,874,Medium
1327,23,2.8,7,872,4,0,1,0,1,0,0.5,89,1,7,5,10,16,441,1721,Low
797,18,1.5,8,2052,14,1,1,0,1,1,0.6,81,1,9,3,4,20,888,1466,Medium
727,64,2.5,1,3654,16,1,1,1,0,1,0.2,193,1,9,1,0,9,664,711,VeryHigh
686,36,2.7,4,1503,13,1,0,0,0,1,0.1,194,0,10,0,0,1,64,745,Low
1515,24,2.1,5,3104,20,1,1,1,0,1,0.9,176,0,6,5,4,6,747,1247,VeryHigh
555,17,0.5,5,343,3,1,0,0,1,1,0.2,163,1,19,14,2,12,956,1010,Low
1589,5,0.6,5,3430,19,0,1,0,1,0,0.8,112,1,7,5,0,2,776,1397,VeryHigh
1976,45,2.6,4,2470,3,1,0,0,0,1,1,136,0,11,1,6,19,652,1933,VeryHigh
1884,24,1,6,1396,9,1,1,0,1,0,0.5,149,1,15,8,3,4,1168,1179,Medium
1063,27,2,6,2668,19,0,0,0,0,0,0.2,86,0,12,5,0,7,201,582,High
672,61,0.6,5,1457,20,1,1,0,1,1,0.1,194,0,14,10,13,20,724,1127,Low
635,16,0.5,7,2452,8,0,1,0,0,1,1,110,0,19,17,9,17,599,1299,High
1906,55,1.9,3,1871,4,1,1,0,1,1,0.2,113,0,13,5,3,4,3,629,Medium
1753,40,0.7,4,1112,15,0,1,0,1,0,0.6,191,1,8,2,4,11,1652,1983,Medium
659,3,1.4,8,967,14,1,1,1,1,0,0.1,85,0,10,1,2,6,190,657,Low
1583,14,1.2,2,2498,8,1,0,0,1,0,0.2,148,0,13,6,0,4,1171,1673,High
1783,42,2.9,6,387,3,1,0,0,0,0,0.7,104,1,14,5,2,8,1081,1979,Medium
1667,21,1,2,635,15,1,1,1,0,0,0.9,138,0,17,7,0,0,1211,1396,Low
640,6,1.3,8,2711,8,1,1,1,0,0,0.6,143,1,15,7,5,20,976,1353,High
1913,29,1.8,5,2023,8,0,1,0,0,1,0.6,111,1,17,13,0,4,675,742,High
538,25,1.1,7,2215,17,1,1,1,1,0,0.3,163,1,9,3,0,7,455,537,Medium
1191,46,0.8,6,824,7,0,1,1,0,0,0.8,89,0,19,18,6,9,42,807,Low
816,9,3,1,3851,14,1,1,0,1,0,0.1,117,0,10,3,2,3,1196,1651,VeryHigh
915,33,0.5,2,2156,13,1,1,1,0,1,0.3,199,1,7,3,9,16,503,986,Medium
1157,27,0.8,8,2885,2,0,1,0,1,1,0.1,88,0,8,4,7,8,1694,1798,VeryHigh
1201,10,0.5,7,495,14,0,1,0,1,1,1,99,1,15,6,2,7,306,558,Low
1379,18,1.1,2,2358,15,1,1,1,0,0,0.2,129,1,10,5,1,16,838,885,High
1483,53,2.2,5,1744,10,0,1,1,0,1,0.7,169,0,6,3,3,11,291,651,Medium
1614,9,1.2,3,1832,11,0,1,1,0,0,0.1,161,0,15,8,1,2,173,1219,Medium
930,4,1,8,2016,16,1,1,1,1,1,0.9,144,1,13,10,4,10,1017,1289,Medium
1454,6,2.6,3,1300,2,0,0,0,1,0,0.4,199,0,10,0,8,20,698,1018,Medium
1784,41,1.6,6,2313,11,0,0,0,0,0,0.4,164,1,14,1,4,20,610,1437,High
1262,34,1.8,5,3248,4,1,0,0,1,0,0.1,149,1,13,3,12,16,223,737,High
797,37,2.2,7,2216,6,1,1,0,0,0,0.9,144,0,9,5,0,2,206,1167,Medium
1829,59,2.1,5,3142,5,0,1,0,1,1,0.1,91,1,16,6,8,15,1457,1919,VeryHigh
1139,58,0.9,2,1850,8,1,1,1,0,1,0.5,161,0,9,4,6,11,742,999,Medium
618,13,1,4,1424,7,0,1,1,0,1,0.1,80,1,15,12,9,15,591,724,Low
1547,57,2.9,1,1620,19,0,0,0,1,1,0.4,114,1,9,2,2,3,347,957,Medium
586,15,2.8,3,2592,3,0,0,0,0,0,0.2,83,0,12,8,2,11,241,854,Medium
1617,36,2.4,1,296,7,0,1,1,0,1,0.8,85,0,5,3,8,9,743,1426,Low
1882,44,2,8,3579,20,0,1,1,0,0,0.8,113,1,19,8,11,19,4,743,VeryHigh
674,21,2.9,3,1180,4,1,1,0,1,1,0.2,198,1,6,3,1,4,576,1809,Low
1467,18,0.5,5,3962,5,0,1,0,1,1,0.6,122,1,15,11,0,0,888,1099,VeryHigh
858,50,2.2,1,3978,3,0,1,0,0,0,0.1,84,1,17,16,1,2,528,1416,VeryHigh
794,2,0.5,6,668,19,1,1,1,0,1,0.8,106,1,13,4,0,14,1222,1890,Low
1965,39,2.6,4,2032,16,1,1,0,1,1,0.2,187,1,11,10,0,3,915,1965,High
1911,36,0.9,8,3057,5,1,1,1,0,0,0.7,108,1,9,1,1,3,868,1632,VeryHigh
1512,46,0.9,5,869,19,0,1,1,1,0,0.1,145,1,18,10,4,5,336,670,Low
510,45,2,6,3919,2,1,1,1,1,1,0.9,168,1,19,4,5,16,483,754,VeryHigh
