Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
Hyundai i20 1.4 CRDi Sportz,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,50000,First Owner,Individual,350000
Tata Indigo CR4,2011,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,175000,Second Owner,Individual,210000
Tata Indigo eCS LX BSIV,2011,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,175000,Second Owner,Individual,210000
Hyundai Accent Gvs,2003,Petrol,Manual,,,,,,120000,Third Owner,Individual,70000
Maruti Ritz ZDi,2014,Diesel,Manual,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,23.2 kmpl,110000,Third Owner,Individual,375000
Maruti Swift Dzire VXi,2012,Petrol,Manual,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,17.5 kmpl,112048,Second Owner,Individual,380000
Honda City 1.5 S MT,2010,Petrol,Manual,1497 CC,118 bhp,146Nm at 4800 rpm,5,17.0 kmpl,98000,Third Owner,Individual,360000
Mahindra XUV500 W6 2WD,2015,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,41000,First Owner,Individual,944999
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,Diesel,Manual,2499 CC,72.4 bhp,171Nm@ 1800rpm,10,13.58 kmpl,120000,First Owner,Individual,620000
Toyota Platinum Etios 1.4 GXD,2018,Diesel,Manual,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,23.59 kmpl,116000,First Owner,Individual,780000
Maruti Swift LXI,2020,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,1000,First Owner,Individual,445000
Hyundai Xcent 1.2 VTVT S AT,2018,Petrol,Automatic,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,17.36 kmpl,15000,First Owner,Individual,575000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,25.1 kmpl,5000,First Owner,Individual,975000
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,Petrol,Manual,1199 CC,83.83 bhp,114Nm@ 3500rpm,5,23.84 kmpl,3500,First Owner,Individual,450000
Maruti Swift 1.3 VXi,2009,Petrol,Manual,,,,,,91000,Second Owner,Individual,198000
Ford Figo 1.5D Trend MT,2017,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,56000,First Owner,Individual,495000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,Diesel,Manual,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,215000,First Owner,Individual,830000
Mahindra XUV500 W6 2WD,2012,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,40000,First Owner,Individual,800000
Maruti Swift VDI BSIV W ABS,2010,Diesel,Manual,,,,,,70000,Third Owner,Individual,300000
Maruti Ritz VDi,2013,Diesel,Manual,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,23.2 kmpl,120000,Second Owner,Individual,300000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,10.5 kmpl,120000,Second Owner,Individual,200000
Honda Brio 1.2 S MT,2017,Petrol,Manual,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,18.5 kmpl,30400,First Owner,Dealer,480000
Honda BR-V i-DTEC VX MT,2017,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,21.9 kmpl,24000,First Owner,Dealer,950000
Honda BR-V i-VTEC VX MT,2017,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,7,15.4 kmpl,30646,First Owner,Dealer,840000
Hyundai Verna 1.6 CRDi S,2017,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,23.9 kmpl,15000,First Owner,Individual,800000
Volkswagen Vento 1.5 TDI Comfortline,2017,Diesel,Manual,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5,22.27 kmpl,50000,First Owner,Individual,750000
Hyundai EON Era Plus,2017,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,34000,First Owner,Individual,254999
Maruti Ertiga SHVS ZDI Plus,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,24.52 kmpl,54000,Second Owner,Individual,725000
Mercedes-Benz B Class B200 CDI Sport,2016,Diesel,Automatic,2143 CC,134.10 bhp,300Nm@ 1600-3000rpm,5,19.7 kmpl,40000,Second Owner,Individual,1859000
Chevrolet Beat LT,2012,Petrol,Manual,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,18.6 kmpl,120000,First Owner,Individual,145000
Tata Nexon 1.2 Revotron XM,2018,Petrol,Manual,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,17.0 kmpl,15000,First Owner,Individual,750000
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,Diesel,Automatic,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5,22.0 kmpl,50000,First Owner,Individual,655000
Ford Figo Diesel ZXI,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,84000,Second Owner,Individual,210000
Honda City 1.5 E MT,2011,Petrol,Manual,1497 CC,118 bhp,146Nm at 4800 rpm,5,17.0 kmpl,50000,First Owner,Individual,450000
Hyundai Santro Sportz AMT BSIV,2019,Petrol,Automatic,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,25000,Fourth & Above Owner,Individual,466000
Ford Figo Aspire Facelift,2018,Diesel,Manual,,,,,,14681,First Owner,Dealer,624000
Ford Figo 1.5D Titanium MT,2015,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,52000,First Owner,Individual,580000
Hyundai Santro Sportz BSIV,2019,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,18500,First Owner,Individual,430000
Tata Indigo CS eLX BS IV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,50000,First Owner,Individual,155000
Datsun RediGO 1.0 S,2017,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,22.5 kmpl,35000,First Owner,Individual,240000
Toyota Etios G,2016,Petrol,Manual,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,16.78 kmpl,15500,First Owner,Individual,540000
Tata Indigo CS LX (TDI) BS III,2013,Diesel,Manual,1396 CC,69 bhp,135Nm@ 2500rpm,5,19.09 kmpl,120000,First Owner,Individual,250000
Tata Indigo eCS VX BSIV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,25.0 kmpl,60000,First Owner,Individual,260000
Mahindra Scorpio LX,2011,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,12.05 kmpl,80000,Second Owner,Individual,550000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,Petrol,Manual,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5,18.88 kmpl,43011,First Owner,Dealer,550000
Renault Duster 110PS Diesel RxL,2015,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,136000,First Owner,Individual,600000
Ford Figo Aspire 1.5 TDCi Titanium,2017,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,15000,First Owner,Individual,550000
Mahindra Bolero SLX,2011,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,110000,Second Owner,Individual,370000
Hyundai i10 Magna 1.1L,2008,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,100000,Second Owner,Individual,250000
Maruti Alto LXi BSIII,2005,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Fourth & Above Owner,Individual,125000
Tata Indica Vista Aqua 1.4 TDI,2010,Diesel,Manual,1405 CC,71 bhp,135 Nm at 2500  rpm ,5,17.0 kmpl,110000,First Owner,Individual,200000
Honda WR-V i-DTEC S,2017,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.5 kmpl,127991,First Owner,Dealer,675000
Mitsubishi Lancer 2.0 GLd,1999,Diesel,Manual,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5,14.8 kmpl,198000,Second Owner,Individual,150000
Tata Indigo eCS GLX,2010,Petrol,Manual,1193 CC,64.1 bhp,100Nm@ 2700rpm,5,15.64 kmpl,65000,First Owner,Individual,290000
Maruti Esteem Lxi,2002,Petrol,Manual,,,,,,90000,Third Owner,Individual,95000
Maruti Ciaz 1.3 Zeta,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,20000,First Owner,Individual,889000
Volkswagen Ameo 1.2 MPI Comfortline,2016,Petrol,Manual,1198 CC,73.75 bhp,110Nm@ 3750rpm,5,17.0 kmpl,60000,First Owner,Individual,400000
Renault KWID RXT Optional,2018,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,13120,First Owner,Individual,390000
Jeep Compass 2.0 Longitude BSIV,2017,Diesel,Manual,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,17.1 kmpl,87500,First Owner,Individual,1550000
Hyundai Verna 1.6 SX CRDi (O),2014,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,125000,First Owner,Individual,600000
Hyundai Elite i20 Asta Option CVT BSIV,2018,Petrol,Automatic,1197 CC,81.86 bhp,117nm@ 4000rpm,5,17.4 kmpl,25000,First Owner,Individual,800000
Maruti Ertiga ZDI,2013,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750rpm,7,20.77 kmpl,120000,Third Owner,Individual,600000
Hyundai Verna 1.6 VTVT SX,2015,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.01 kmpl,35000,First Owner,Individual,795000
Hyundai i20 Asta Option 1.4 CRDi,2016,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,25000,First Owner,Individual,735000
Skoda Octavia L and K 1.9 TDI MT,2005,Diesel,Manual,1896 CC,90 bhp,"21.4@ 1,900(kgm@ rpm)",5,16.4 kmpl,120000,Third Owner,Individual,250000
Renault KWID AMT,2018,Petrol,Automatic,999 CC,67 bhp,91Nm@ 4250rpm,5,24.04 kmpl,25000,First Owner,Individual,400000
Hyundai Accent CRDi,2005,Diesel,Manual,1493 CC,82 bhp,187Nm@ 2500rpm,5,13.1 kmpl,79000,Second Owner,Individual,130000
Renault Lodgy 85PS RxE,2015,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,8,21.04 kmpl,125000,First Owner,Individual,600000
Mahindra Xylo D2 BSIV,2014,Diesel,Manual,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,14.0 kmpl,140000,First Owner,Individual,395000
Hyundai i20 Active 1.4 SX,2016,Diesel,Manual,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5,21.19 kmpl,80000,First Owner,Individual,720000
Honda City S,2011,Petrol,Manual,1497 CC,116.4 bhp,146Nm@ 4800rpm,5,16.8 kmpl,110000,Third Owner,Individual,450000
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,Petrol,Manual,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,18.16 kmpl,25000,First Owner,Individual,700000
Honda Mobilio RS Option i DTEC,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,24.5 kmpl,46000,First Owner,Individual,1000000
Hyundai Santro Magna,2020,Petrol,Manual,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5,20.3 kmpl,1000,First Owner,Individual,500000
Maruti 800 AC BSII,2007,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,60000,Second Owner,Individual,125000
Renault Lodgy 85PS RxZ,2015,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,8,21.04 kmpl,80000,First Owner,Individual,690000
Jeep Compass 2.0 Limited,2017,Diesel,Manual,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,17.1 kmpl,120000,First Owner,Individual,1550000
Tata Indica V2 1.2 GLE BSIII,2013,Petrol,Manual,1193 CC,65.3 bhp,"10.2@ 2,600(kgm@ rpm)",5,15.3 kmpl,110000,Second Owner,Individual,170000
Fiat Linea Emotion (Diesel),2010,Diesel,Manual,1248 CC,91.7 bhp,209Nm@ 2000rpm,5,20.4 kmpl,110000,Third Owner,Individual,275000
Toyota Innova 2.5 V Diesel 8-seater,2007,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,200000,Third Owner,Individual,500000
Volkswagen Jetta 2.0L TDI Highline,2013,Diesel,Manual,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5,19.33 kmpl,80000,Second Owner,Individual,950000
Maruti Swift Dzire ZDI,2019,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,24000,First Owner,Individual,802999
Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,150000,First Owner,Individual,470000
Renault KWID RXT,2015,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,60000,First Owner,Individual,300000
Renault Duster 110PS Diesel RxL,2014,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,116000,First Owner,Individual,600000
Ford Figo Diesel Celebration Edition,2013,Diesel,Manual,1399 CC,68.1 bhp,160Nm@ 2000rpm,5,20.0 kmpl,104300,First Owner,Individual,275000
Mahindra KUV 100 D75 K8,2018,Diesel,Manual,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,25.32 kmpl,30000,First Owner,Individual,700000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Diesel,Automatic,2987 CC,254.8 bhp,619Nm@ 1600-2400rpm,7,11.3 kmpl,33000,First Owner,Individual,3250000
Volkswagen Ameo 1.5 TDI Comfortline,2020,Diesel,Manual,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5,21.66 kmpl,25000,First Owner,Individual,800000
Audi A6 2.0 TDI,2014,Diesel,Automatic,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5,17.68 kmpl,60000,First Owner,Individual,2200000
Hyundai Verna CRDi SX ABS,2007,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,18.1 kmpl,121000,Second Owner,Individual,245000
Hyundai Verna CRDi SX,2010,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,16.8 kmpl,120000,Second Owner,Individual,310000
Hyundai Verna CRDi SX ABS,2007,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,18.1 kmpl,120000,Second Owner,Individual,245000
Volkswagen Polo Petrol Comfortline 1.2L,2011,Petrol,Manual,1198 CC,73.9 bhp,110Nm@ 3750rpm,5,16.47 kmpl,110000,First Owner,Individual,450000
Volkswagen Jetta 2.0L TDI Highline AT,2013,Diesel,Automatic,1968 CC,138.03 bhp,320Nm@ 1750-2500rpm,5,16.96 kmpl,84000,Second Owner,Individual,850000
Honda CR-V 2.4 4WD AT,2004,Petrol,Automatic,2354 CC,152 bhp,215Nm@ 3600rpm,5,10.1 kmpl,120000,Third Owner,Individual,325000
Maruti Swift VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,100000,Third Owner,Individual,409999
Volvo XC60 Inscription D5 BSIV,2018,Diesel,Automatic,1969 CC,235 bhp,480Nm,5,11.2 kmpl,50000,First Owner,Individual,5500000
Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,73500,First Owner,Individual,1000000
Hyundai Xcent 1.1 CRDi SX,2016,Diesel,Manual,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,24.4 kmpl,34000,Second Owner,Individual,590000
Nissan Kicks XV D BSIV,2019,Diesel,Manual,1461 CC,108.5 bhp,240Nm@ 1750rpm,5,20.45 kmpl,23000,First Owner,Individual,1200000
Ford Fiesta 1.4 SXi TDCi ABS,2008,Diesel,Manual,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,17.8 kmpl,163000,Third Owner,Individual,175000
Chevrolet Optra Magnum 2.0 LT,2011,Diesel,Manual,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,16.52 kmpl,119000,Second Owner,Individual,300000
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,Diesel,Automatic,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7,11.36 kmpl,50000,First Owner,Individual,2175000
Honda City i-DTEC VX,2019,Diesel,Manual,1498 CC,97.9 bhp,200Nm@ 1750rpm,5,25.6 kmpl,10500,First Owner,Individual,1110000
Mitsubishi Lancer 2.0 LXd,2000,Diesel,Manual,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5,14.8 kmpl,280000,Second Owner,Individual,150000
Volkswagen Vento Diesel Highline,2013,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,155000,Second Owner,Individual,325000
Ford Fiesta 1.4 SXi TDCi ABS,2010,Diesel,Manual,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,17.8 kmpl,163000,First Owner,Individual,325000
Honda City 2017-2020 GXi,2008,Petrol,Manual,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,17.7 kmpl,75000,First Owner,Individual,280000
Maruti Estilo LXI,2008,Petrol,Manual,,,,,,56000,Third Owner,Individual,160000
Honda City i DTec E,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,26.0 kmpl,80000,First Owner,Individual,765000
Honda City i DTEC V,2014,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,26.0 kmpl,120000,Second Owner,Individual,640000
Tata Indica V2 DLE BSIII,2007,Diesel,Manual,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,17.88 kmpl,120000,Third Owner,Individual,65000
Skoda Octavia Ambiente 1.9 TDI MT,2007,Diesel,Manual,1896 CC,66 bhp,210 / 1900,5,18.7 kmpl,175000,Second Owner,Individual,195000
Maruti Alto 800 LXI,2017,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,24.7 kmpl,15000,First Owner,Individual,295000
Maruti Swift Dzire ZDI,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,100000,Second Owner,Individual,625000
Maruti Wagon R LX Minor,2009,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,80000,Second Owner,Individual,160000
Maruti Celerio VXI,2015,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,84000,Second Owner,Individual,330000
Ford Figo Petrol LXI,2010,Petrol,Manual,1196 CC,70 bhp,102Nm@ 4000rpm,5,15.6 kmpl,50000,Second Owner,Individual,180000
Fiat Palio 1.2 ELX,2003,Petrol,Manual,,,,,,50000,Second Owner,Individual,70000
Maruti Omni 8 Seater BSIV,2012,Petrol,Manual,796 CC,35 bhp,6.1kgm@ 3000rpm,5,14.0 kmpl,35000,Second Owner,Individual,150000
Hyundai i10 Era,2011,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,30000,First Owner,Individual,300000
Hyundai i20 1.2 Asta Dual Tone,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,2388,First Owner,Individual,730000
Maruti Vitara Brezza LDi,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,16200,First Owner,Individual,650000
Maruti Alto 800 CNG LXI Optional,2019,CNG,Manual,796 CC,40.3 bhp,60Nm@ 3500rpm,4,33.44 km/kg,10000,Second Owner,Individual,330000
Maruti Alto K10 VXI Airbag,2019,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,23.95 kmpl,15000,First Owner,Individual,366000
Hyundai Verna VTVT 1.6 SX Option,2019,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,17.0 kmpl,5000,First Owner,Individual,1149000
Datsun GO D,2016,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,5,20.63 kmpl,42000,First Owner,Individual,150000
Hyundai Santro Xing GL Plus,2013,Petrol,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,17.92 kmpl,120000,Second Owner,Individual,187000
Tata Safari DICOR 2.2 LX 4x2,2011,Diesel,Manual,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,60000,Second Owner,Individual,425000
Maruti 800 Std,2012,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,76000,First Owner,Individual,150000
Ford Aspire Trend Plus,2018,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,20.4 kmpl,15000,First Owner,Individual,620000
Skoda Octavia L and K 1.9 TDI (MT),2007,Diesel,Manual,1896 CC,122.4 bhp,"21.4@ 1,900(kgm@ rpm)",5,16.6 kmpl,100000,Second Owner,Individual,250000
Hyundai Verna 1.6 SX VTVT AT,2012,Petrol,Automatic,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,15.74 kmpl,83000,First Owner,Individual,475000
Chevrolet Cruze LTZ AT,2016,Diesel,Automatic,1998 CC,163.7 bhp,360Nm@ 2000rpm,5,14.81 kmpl,67600,First Owner,Individual,750000
Mitsubishi Pajero Sport Anniversary Edition,2015,Diesel,Manual,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7,13.5 kmpl,160000,Second Owner,Individual,1250000
Hyundai EON Era Plus,2014,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,80000,Second Owner,Individual,250000
Honda Amaze VX i-DTEC,2013,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.8 kmpl,100000,First Owner,Individual,445000
Volkswagen Jetta 2.0 TDI Comfortline,2010,Diesel,Manual,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5,15.0 kmpl,100000,First Owner,Individual,400000
Hyundai i20 1.4 CRDi Era,2010,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,90000,Second Owner,Individual,350000
Skoda Rapid Ultima 1.6 TDI Elegance,2012,Diesel,Manual,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,20.5 kmpl,140000,First Owner,Individual,295000
Maruti Swift Dzire VXI 1.2,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,25000,First Owner,Individual,600000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8,13.68 kmpl,20000,First Owner,Individual,1650000
Maruti 800 AC,2012,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,30000,First Owner,Individual,100000
Ford Aspire Trend Plus,2018,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,20.4 kmpl,13000,First Owner,Individual,690000
Hyundai i20 1.2 Asta,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,42000,First Owner,Individual,710000
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,Petrol,Manual,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5,20.3 kmpl,10000,Second Owner,Individual,350000
Maruti Alto K10 2010-2014 VXI,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,13000,First Owner,Individual,220000
Renault Triber RXZ BSIV,2019,Petrol,Manual,999 CC,72 bhp,96Nm@ 3500rpm,7,20.0 kmpl,6500,First Owner,Individual,700000
Hyundai EON Magna Plus,2013,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,49500,Second Owner,Individual,198000
Hyundai i20 1.4 CRDi Sportz,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,50000,First Owner,Individual,350000
Maruti Baleno Alpha 1.2,2016,Petrol,Manual,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,35000,Second Owner,Individual,650000
Mahindra Verito 1.5 D4 BSIV,2015,Diesel,Manual,1461 CC,65 bhp,160Nm@ 2000rpm,5,21.03 kmpl,120000,Second Owner,Individual,380000
Tata Zest Revotron 1.2 XT,2014,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,50000,Second Owner,Individual,360000
Skoda Rapid 1.6 MPI Elegance,2012,Petrol,Manual,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,15.0 kmpl,116000,First Owner,Individual,385000
Hyundai Verna 1.6 SX CRDi (O),2012,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,110000,Second Owner,Individual,590000
Mahindra XUV500 W4,2013,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,70000,Second Owner,Individual,750000
Fiat Grande Punto 1.3 Emotion (Diesel),2011,Diesel,Manual,1248 CC,75 bhp,197Nm@ 1750rpm,5,20.3 kmpl,100000,Third Owner,Individual,254999
Hyundai Grand i10 SportZ Edition,2015,Petrol,Manual,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5,18.9 kmpl,20000,First Owner,Individual,499000
Maruti Swift Dzire AMT ZDI Plus,2018,Diesel,Automatic,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,60000,First Owner,Individual,730000
Honda Jazz 1.5 V i DTEC,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,27.3 kmpl,30000,Second Owner,Individual,650000
Renault Pulse RxL,2012,Diesel,Manual,1461 CC,63.12 bhp,160Nm@ 2000rpm,5,23.08 kmpl,75000,First Owner,Individual,220000
Maruti Swift 1.3 ZXI,2006,Petrol,Manual,,,,,,110000,Third Owner,Individual,229999
Maruti Swift 1.3 VXi,2006,Petrol,Manual,,,,,,90000,Fourth & Above Owner,Individual,215000
Tata Indica V2 DLS TC,2006,Diesel,Manual,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,16.8 kmpl,110000,Third Owner,Individual,100000
Hyundai Accent GLS 1.6,2004,Petrol,Manual,1599 CC,94 bhp,12.5kgm@ 3500rpm,5,14.4 kmpl,120000,Fourth & Above Owner,Individual,110000
Tata Indica Vista Aqua 1.4 TDI,2009,Diesel,Manual,1405 CC,71 bhp,135 Nm at 2500  rpm ,5,17.0 kmpl,48000,Second Owner,Individual,152000
Maruti Ignis Zeta AMT,2020,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.89 kmpl,5000,First Owner,Individual,600000
